156.2365131,156.2421701
156.2364763,156.2421998
156.236496,156.2422583
156.2366054,156.2423257
156.2365278,156.2422521
156.2363029,156.2420641
156.2363725,156.2421368
156.2363901,156.2421947
156.2364172,156.2422446
156.2364148,156.2422272
156.2364656,156.2422721
156.2365364,156.2423561
156.2366606,156.2425014
156.2367218,156.2425378
156.2363983,156.2422147
156.236497,156.2423438
156.2365135,156.2423462
156.2368695,156.2428476
156.2375221,156.2434632
156.2376472,156.243817
156.2377188,156.2439541
156.2376233,156.2437886
156.2372116,156.2434343
156.2375267,156.2439629
156.2377165,156.2441923
156.2380031,156.2444824
156.2381142,156.2447884
156.2384449,156.2449318
156.2387134,156.2454124
156.2391281,156.2458822
156.2394367,156.2462469
156.239873,156.2468848
156.2404518,156.2477041
156.2446244,156.2517443
156.2452948,156.2524961
156.2460957,156.2534485
156.2467652,156.254701
156.2477001,156.2561889
156.24866,156.2580588
156.2496951,156.2600263
156.2507746,156.2624978
156.2513175,156.2640902
156.2527268,156.2673535
156.2541077,156.2710385
156.255665,156.27482
156.2573658,156.2790507
156.2588887,156.2834321
156.2605247,156.2874959
156.2624375,156.2918436
156.2641635,156.2962543
156.2681387,156.3049265
156.2699584,156.309745
156.2715732,156.3141449
156.2734516,156.3188053
156.275293,156.3234218
156.27712,156.3276557
156.2786379,156.3316221
156.2805314,156.3353499
156.2823347,156.3390544
156.2843183,156.342752
156.2860562,156.3461626
156.2905974,156.3531706
156.2928428,156.3564638
156.2952858,156.3593143
156.2978779,156.36214
156.3002656,156.3650169
156.3062433,156.3703129
156.3092577,156.3727325
156.3118554,156.3749123
156.3118348,156.3748861
156.315131,156.3771635
156.3247589,156.383761
156.3279416,156.3857033
156.3280856,156.3858156
156.3347514,156.3900512
156.341106,156.3944208
156.3451341,156.3970364
156.3485077,156.3990931
156.3515128,156.4012865
156.3547564,156.4034509
156.3577019,156.4057871
156.3634435,156.4105604
156.366281,156.4129103
156.3661815,156.4128131
156.369878,156.41624
156.3753901,156.4214928
156.3807353,156.427229
156.383162,156.4301138
156.3858218,156.432976
156.3883103,156.436121
156.3907897,156.4392199
156.3958265,156.4450528
156.3982106,156.448108
156.4006308,156.4512524
156.4021306,156.4533219
156.4046579,156.4564714
156.4071665,156.4596095
156.4096438,156.4626976
156.4123991,156.4657761
156.4149873,156.4686562
156.417651,156.471551
156.4202983,156.4744249
156.4230341,156.4772921
156.4259706,156.4802693
156.4286135,156.4829019
156.4315456,156.4854749
156.4343159,156.488113
156.4372203,156.4908077
156.4398949,156.4934268
156.4428124,156.495884
156.442848,156.4959505
156.4484801,156.5007184
156.4501268,156.5018664
156.4556337,156.5068492
156.4584413,156.5092457
156.4611726,156.5117225
156.4640315,156.514418
156.4666311,156.5170304
156.4692736,156.519654
156.4720274,156.5220836
156.4745954,156.5248977
156.4772566,156.5274612
156.4806413,156.5307563
